date,year,month,sales,unemployment,gas_price,cpi_energy,cpi_all,search_volume,vehicle_type,region,state,make,model,model_year
2015-01-01,2015,1,13476.069068091021,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Toyota,Camry,2020
2015-01-01,2015,1,19530.902064733826,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Toyota,Camry,2021
2015-01-01,2015,1,22314.626523221556,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Toyota,Camry,2022
2015-01-01,2015,1,29989.000251124395,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Toyota,Camry,2023
2015-01-01,2015,1,11116.106712566403,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Honda,Accord,2020
2015-01-01,2015,1,14483.884299164976,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Honda,Accord,2021
2015-01-01,2015,1,18413.285099414312,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Honda,Accord,2022
2015-01-01,2015,1,22666.79113637,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Honda,Accord,2023
2015-01-01,2015,1,8354.189235533044,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Hyundai,Elantra,2020
2015-01-01,2015,1,10608.264058227136,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Hyundai,Elantra,2021
2015-01-01,2015,1,15469.277148016874,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Hyundai,Elantra,2022
2015-01-01,2015,1,17587.068638955625,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Hyundai,Elantra,2023
2015-01-01,2015,1,9093.487919455518,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Ford,Fusion,2020
2015-01-01,2015,1,10488.19373734244,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Ford,Fusion,2021
2015-01-01,2015,1,14218.297909743906,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Ford,Fusion,2022
2015-01-01,2015,1,16124.89877298237,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,NY,Ford,Fusion,2023
2015-01-01,2015,1,7113.119144665502,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Toyota,Camry,2020
2015-01-01,2015,1,10989.217356509127,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Toyota,Camry,2021
2015-01-01,2015,1,11833.308818532638,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Toyota,Camry,2022
2015-01-01,2015,1,15634.49144556967,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Toyota,Camry,2023
2015-01-01,2015,1,5476.568053067512,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Honda,Accord,2020
2015-01-01,2015,1,8018.33337559567,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Honda,Accord,2021
2015-01-01,2015,1,11081.05659655219,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Honda,Accord,2022
2015-01-01,2015,1,12911.734533514069,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Honda,Accord,2023
2015-01-01,2015,1,4820.105885856089,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Hyundai,Elantra,2020
2015-01-01,2015,1,6137.032430325221,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Hyundai,Elantra,2021
2015-01-01,2015,1,8769.646776977937,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Hyundai,Elantra,2022
2015-01-01,2015,1,10188.948196120344,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Hyundai,Elantra,2023
2015-01-01,2015,1,5513.604390588581,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Ford,Fusion,2020
2015-01-01,2015,1,7588.39319854011,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Ford,Fusion,2021
2015-01-01,2015,1,10622.913176764543,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Ford,Fusion,2022
2015-01-01,2015,1,12084.450725613362,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,PA,Ford,Fusion,2023
2015-01-01,2015,1,8505.148719419281,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,MI,Toyota,Camry,2020
2015-01-01,2015,1,11044.654445242368,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,MI,Toyota,Camry,2021
2015-01-01,2015,1,13504.105009737585,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,MI,Toyota,Camry,2022
2015-01-01,2015,1,18133.08001932533,4.890801066509943,1.5581704709741888,196.72526998162218,241.48571736414027,61.916401126729376,Sedan,North,MI,Toyota,Camry,2023
