date,year,month,sales,unemployment,gas_price,cpi_energy,cpi_all,search_volume,vehicle_type,region,state,make,model,model_year
2015-01-01,2015,1,13306.936149550935,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Toyota,Camry,2020
2015-01-01,2015,1,20098.153774243874,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Toyota,Camry,2021
2015-01-01,2015,1,23087.544937438193,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Toyota,Camry,2022
2015-01-01,2015,1,31841.832585657274,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Toyota,Camry,2023
2015-01-01,2015,1,12346.223762554955,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Honda,Accord,2020
2015-01-01,2015,1,16011.817085917448,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Honda,Accord,2021
2015-01-01,2015,1,21615.55935341439,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Honda,Accord,2022
2015-01-01,2015,1,24391.579584717307,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Honda,Accord,2023
2015-01-01,2015,1,9542.339985348624,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Hyundai,Elantra,2020
2015-01-01,2015,1,13610.125783792586,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Hyundai,Elantra,2021
2015-01-01,2015,1,17604.67256823081,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Hyundai,Elantra,2022
2015-01-01,2015,1,20052.18916774237,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Hyundai,Elantra,2023
2015-01-01,2015,1,10065.952500417008,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Ford,Fusion,2020
2015-01-01,2015,1,13706.296210844861,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Ford,Fusion,2021
2015-01-01,2015,1,16152.564703200873,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Ford,Fusion,2022
2015-01-01,2015,1,22492.409053795785,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,NY,Ford,Fusion,2023
2015-01-01,2015,1,7469.992025513655,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Toyota,Camry,2020
2015-01-01,2015,1,10954.957137463141,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Toyota,Camry,2021
2015-01-01,2015,1,12690.118971472424,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Toyota,Camry,2022
2015-01-01,2015,1,16038.772085325632,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Toyota,Camry,2023
2015-01-01,2015,1,5314.784648429086,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Honda,Accord,2020
2015-01-01,2015,1,7193.051678703295,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Honda,Accord,2021
2015-01-01,2015,1,10102.449782731866,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Honda,Accord,2022
2015-01-01,2015,1,12048.475558726268,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Honda,Accord,2023
2015-01-01,2015,1,4950.951854138741,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Hyundai,Elantra,2020
2015-01-01,2015,1,6002.000892385609,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Hyundai,Elantra,2021
2015-01-01,2015,1,8419.120573798597,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Hyundai,Elantra,2022
2015-01-01,2015,1,9709.622388758993,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Hyundai,Elantra,2023
2015-01-01,2015,1,4644.366798568418,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Ford,Fusion,2020
2015-01-01,2015,1,6470.360046063115,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Ford,Fusion,2021
2015-01-01,2015,1,8460.870831244312,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Ford,Fusion,2022
2015-01-01,2015,1,10911.921711883093,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,PA,Ford,Fusion,2023
2015-01-01,2015,1,10363.711269092444,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,MI,Toyota,Camry,2020
2015-01-01,2015,1,13394.90545384703,5.280299216734456,3.2836125761934047,241.46740092752958,248.4044387739214,73.09271045362604,Sedan,North,MI,Toyota,Camry,2021
