date,year,month,sales,unemployment,gas_price,cpi_energy,cpi_all,search_volume,vehicle_type,region,state,make,model,model_year
2015-01-01,2015,1,16615.302713212714,6.69879462553658,2.9312408295961125,220.86750805428815,235.49374091593737,68.0741569336333,Sedan,North,NY,Toyota,Camry,2020
2015-01-01,2015,1,19602.05437743567,6.69879462553658,2.9312408295961125,220.86750805428815,235.49374091593737,68.0741569336333,Sedan,North,NY,Toyota,Camry,2021
2015-01-01,2015,1,27222.462029678147,6.69879462553658,2.9312408295961125,220.86750805428815,235.49374091593737,68.0741569336333,Sedan,North,NY,Toyota,Camry,2022
2015-01-01,2015,1,31990.998704939975,6.69879462553658,2.9312408295961125,220.86750805428815,235.49374091593737,68.0741569336333,Sedan,North,NY,Toyota,Camry,2023
2015-01-01,2015,1,11427.008010102949,6.69879462553658,2.9312408295961125,220.86750805428815,235.49374091593737,68.0741569336333,Sedan,North,NY,Honda,Accord,2020
2015-01-01,2015,1,14598.260088262148,6.69879462553658,2.9312408295961125,220.86750805428815,235.49374091593737,68.0741569336333,Sedan,North,NY,Honda,Accord,2021
2015-01-01,2015,1,18404.497070058093,6.69879462553658,2.9312408295961125,220.86750805428815,235.49374091593737,68.0741569336333,Sedan,North,NY,Honda,Accord,2022
2015-01-01,2015,1,21205.459850529525,6.69879462553658,2.9312408295961125,220.86750805428815,235.49374091593737,68.0741569336333,Sedan,North,NY,Honda,Accord,2023
2015-01-01,2015,1,8792.55426966908,6.69879462553658,2.9312408295961125,220.86750805428815,235.49374091593737,68.0741569336333,Sedan,North,NY,Hyundai,Elantra,2020
2015-01-01,2015,1,13971.75741827185,6.69879462553658,2.9312408295961125,220.86750805428815,235.49374091593737,68.0741569336333,Sedan,North,NY,Hyundai,Elantra,2021
2015-01-01,2015,1,15351.710144865272,6.69879462553658,2.9312408295961125,220.86750805428815,235.49374091593737,68.0741569336333,Sedan,North,NY,Hyundai,Elantra,2022
2015-01-01,2015,1,21602.419559761856,6.69879462553658,2.9312408295961125,220.86750805428815,235.49374091593737,68.0741569336333,Sedan,North,NY,Hyundai,Elantra,2023
